id_documento,titulo,fuente,seccion,tipo_archivo,ruta_local,url_origen,texto,num_caracteres,estado_extraccion,texto_recomendador
doc_0001,Facebook crea una comunidad interactúa y vende,CEEI Elche,General,pdf,data/raw/ceei_elche/original/Facebook crea una comunidad interactúa y vende.pdf,,"Facebook, crea una comunidad, interactúa y vende “Tengo un sitio, un lugar, un espacio…donde podrás encontrar a tu cliente, un sitio donde vas a poder hablar con él, un sitio donde vas a decirle lo que quieras y cuando tú quieras y, además, ellos también van a poder hablar de ti y van a contar a sus amigos lo que tú les has dicho. Un sitio donde vas a saber si lo que tú haces les gusta. Y lo más importante, es que vas a poder visitar ese sitio donde tú quieras, las 24 horas del día y 365 días al año” Así empezaba mi ponencia el pasado día 18 de junio en #enrédateXátiva , y es que Facebook, desde mi puno de vista , es un gran CRM (Customer R elationship Management) al que debemos saber cómo sacarle el mayor partido. En mi ponencia hice una serie de recomendacio nes a los allí presentes, a la hora empezar a trabajar en esta red social y resalté, algo con lo que me suelo encontrar a diario , que muchas marcas se fijan los objetivos en un orden incorrecto , situando las ventas como primer y principal objetivo. Un orden que considero correcto, lógico y alcanzable es este, que al final corresponde al título de mi ponencia “Facebook, crea una comunidad, interactúa y vende” Facebook es una herramienta de comunicación que el marketing online pone a nuestra disposición, no es un “juguete o pasatiempo” es algo mucho más serio y debe ser tratado como tal. Facebook es estratégico para las marcas, aunque a algunas les cueste verlo. Esta red social nos aporta cosas maravillosas: - Una comunidad de personas a las que poder comunicar. - Una capacidad de segmentación con la que los “ viejos marketeros” siempre hemos soñado. - Capacidad de interacción con nuestro público. Podemos conversar, preguntar, observar qué dicen de nosotros, de la competencia, de qué hablan entre ellos… - Viralidad, ahora más que nunca nuestros clientes son los altavoces de nuestra marca. - Inmediatez, ya no tenemos que esperar para comunicar algo, podemos hacerlo en el momento que queramos. - Análisis, análisis y análisis . Ninguna acción de marketing se puede dar por con cluida hasta que no medimos sus resultados. Para empezar a operar estratégicamente en Facebook yo recomiendo seguir esta metodología. Te subes a esta noria de colores empezando por el amarillo y vas recorriéndola en el sentido de las agujas del reloj. No puedes dar un paso , o cambiar de color , hasta que no has respondido a la pregunta en la que estás. 1. Análisis: ¿estoy preparado? 2. Objetivos: ¿qué quiero conseguir? 3. Estrategia: ¿cómo voy a conseguirlo? 4. Acciones: ¿cuál es el camino que me lleva a la consecución? 5. Medición y control: ¿lo estoy haciendo bien? Si sigues escrupulosamente estos pasos verás que el camino se va alisando y que lo que parecía muy difícil poco a poco se va simplificando. Si c uando piens as en Facebook piensas en estrategia, estás haciendo las cosas correctamente, vas en el buen camino. Felicidades.",2910,OK,"Facebook crea una comunidad interactúa y vende CEEI Elche General pdf Facebook, crea una comunidad, interactúa y vende “Tengo un sitio, un lugar, un espacio…donde podrás encontrar a tu cliente, un sitio donde vas a poder hablar con él, un sitio donde vas a decirle lo que quieras y cuando tú quieras y, además, ellos también van a poder hablar de ti y van a contar a sus amigos lo que tú les has dicho. Un sitio donde vas a saber si lo que tú haces les gusta. Y lo más importante, es que vas a poder visitar ese sitio donde tú quieras, las 24 horas del día y 365 días al año” Así empezaba mi ponencia el pasado día 18 de junio en #enrédateXátiva , y es que Facebook, desde mi puno de vista , es un gran CRM (Customer R elationship Management) al que debemos saber cómo sacarle el mayor partido. En mi ponencia hice una serie de recomendacio nes a los allí presentes, a la hora empezar a trabajar en esta red social y resalté, algo con lo que me suelo encontrar a diario , que muchas marcas se fijan los objetivos en un orden incorrecto , situando las ventas como primer y principal objetivo. Un orden que considero correcto, lógico y alcanzable es este, que al final corresponde al título de mi ponencia “Facebook, crea una comunidad, interactúa y vende” Facebook es una herramienta de comunicación que el marketing online pone a nuestra disposición, no es un “juguete o pasatiempo” es algo mucho más serio y debe ser tratado como tal. Facebook es estratégico para las marcas, aunque a algunas les cueste verlo. Esta red social nos aporta cosas maravillosas: - Una comunidad de personas a las que poder comunicar. - Una capacidad de segmentación con la que los “ viejos marketeros” siempre hemos soñado. - Capacidad de interacción con nuestro público. Podemos conversar, preguntar, observar qué dicen de nosotros, de la competencia, de qué hablan entre ellos… - Viralidad, ahora más que nunca nuestros clientes son los altavoces de nuestra marca. - Inmediatez, ya no tenemos que esperar para comunicar algo, podemos hacerlo en el momento que queramos. - Análisis, análisis y análisis . Ninguna acción de marketing se puede dar por con cluida hasta que no medimos sus resultados. Para empezar a operar estratégicamente en Facebook yo recomiendo seguir esta metodología. Te subes a esta noria de colores empezando por el amarillo y vas recorriéndola en el sentido de las agujas del reloj. No puedes dar un paso , o cambiar de color , hasta que no has respondido a la pregunta en la que estás. 1. Análisis: ¿estoy preparado? 2. Objetivos: ¿qué quiero conseguir? 3. Estrategia: ¿cómo voy a conseguirlo? 4. Acciones: ¿cuál es el camino que me lleva a la consecución? 5. Medición y control: ¿lo estoy haciendo bien? Si sigues escrupulosamente estos pasos verás que el camino se va alisando y que lo que parecía muy difícil poco a poco se va simplificando. Si c uando piens as en Facebook piensas en estrategia, estás haciendo las cosas correctamente, vas en el buen camino. Felicidades."
